"Path","Width","Height","KB"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\simbavati-waterside-small-boma.jpeg","2160","1440","397.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\mbano-manor-suite.jpg","2160","1440","492.7"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\mbano-manor-exterior.jpg","2160","1440","837.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\simbavati-waterside-boma.jpg","2160","1440","539.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\pineapple-house-exterior.jpg","2160","1440","266.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\collage-mbano-pool-night.jpg","2160","1440","686.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\collage-mbano-river-boat.jpeg","2160","1440","439.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\collage-kruger-lion-drive.jpg","2160","1440","549.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-south-africa\hero.jpg","2160","1440","439.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-tanzania\serengeti.jpg","2160","1440","488"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\mbano-manor-bath-detail.jpg","2160","1440","626.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-tanzania\zanzibar.jpg","2160","1440","626.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-south-africa\safari.jpg","2160","1440","724.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\ZO (14).jpg","2161","1440","649"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\jacks-camp-exterior.jpg","2161","1440","751.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\ZO (10).jpg","2161","1440","522.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\home\exclusivity-details.jpg","2162","1440","1183.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\Little Ongava (1).jpeg","2162","1440","284.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\KuKaya (1).jpg","2162","1440","422.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\ZS (11).jpg","2162","1440","290.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\ZS (13).jpg","2162","1440","419.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\Wilderness Desert Rhino Camp (15).jpg","2163","1440","401.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Chindeni (5).jpg","2163","1440","328.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\11.jpg","2164","1440","638.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SS (1).jpg","2164","1440","377.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Chindeni (1).jpg","2164","1440","669.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SM (17).jpg","2164","1440","466.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (1).jpg","2164","1440","417.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\15.jpg","2164","1440","753.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\10.jpg","2164","1440","522.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (2).jpg","2164","1440","391.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SM (5).jpg","2164","1440","309.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SM (19).jpg","2164","1440","466.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (17).jpg","2164","1440","387.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SM (18).jpg","2164","1440","297.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (3).jpg","2164","1440","313.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (11).jpg","2164","1440","699.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\1.jpg","2164","1440","417.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (13).jpg","2164","1440","608.7"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SV (9).jpg","2164","1440","636.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\14.jpg","2168","1440","263.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SV (11).jpg","2171","1440","273.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-romantic\BBL (9).jpg","2183","1440","290.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-romantic\BBL (20).jpg","2187","1440","336.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SM (4).jpg","2197","1440","366.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\makgadikgadi-horseback.jpg","2202","1440","418.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SV (7).jpg","2205","1136","194.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (15).jpg","2218","1440","542.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\SV (10).jpg","2219","1440","364.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (7).jpg","2233","1440","445.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\dukes-east-pool-deck.jpg","2252","1440","368.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Zungulila (16).jpg","2270","1440","754.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\5.jpg","2270","1440","754.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\dukes-east-suite-interior.jpg","2291","1440","722.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\solitude-architecture-of-silence-namibia\architecture.jpg","2304","1440","608.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\Little Ongava (15).JPG","2310","1440","785.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\hero-elephant-sunset.jpg","2318","1440","332.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\ZS (9).jpg","2323","1440","341"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\KuKaya (2).jpg","2352","1440","530.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\updates\delta-leopard.jpg","2366","1440","530.7"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\Little Ongava (11).jpg","2433","1440","458.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\Wilderness Desert Rhino Camp (13).jpg","2438","1440","186.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\12.jpg","2504","1440","872.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\Camissa House Cape Town.jpg","2560","1021","474.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\6.jpg","2560","1091","434.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-adventure\ZS (12).jpg","2560","1198","405.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-south-africa\winelands.jpg","2560","1281","519.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\home\the-intimate.jpg","2560","1416","349.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\updates\delta-treehouse-suite.jpg","2560","1438","839.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\dukes-east-delta-boat.jpg","2560","1438","579.7"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\private-travel-owes-conservation\section-land.jpeg","2560","1440","1155.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\Chindeni (7).jpg","2560","1440","501.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-intimate\dukes-east-lechwe.jpg","2560","1440","533.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\KuKaya (12).jpg","2560","1440","1077.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\KuKaya (10).jpg","2560","1440","659.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\solitude-architecture-of-silence-namibia\experience-two.jpg","2560","1707","117.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-social-shift\FF (3).jpg","2600","1702","931"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\cape-town-gay-capital-of-africa\hero.jpg","2600","1733","736.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-classic\mbano-manor-card.jpg","2600","1798","699.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-social-shift\FF (1).jpg","2600","1950","1328.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-private-circuit\vetted-serengeti-optimized.jpg","3024","4032","1606"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\about\zannon-about.jpg","3024","4032","2456.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\home\zannon-home-page.jpg","3072","2048","3929.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\privacy-is-a-luxury\hero.jpg","3118","2080","1515.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\the-best-luxury-travel-feels-edited\hero.jpg","3238","2160","562.7"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-botswana\salt-pan.jpg","3240","2160","909.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-botswana\okavango-delta.jpg","3240","2160","1542.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-botswana\savute-firepit.jpg","3240","2160","753.8"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\destination-notes-botswana\hero.jpg","3242","2160","668.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\journeys-hero-bath.jpg","3500","1533","4238.5"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-romantic\vetted-monwana-optimized.jpg","3672","4896","2054.2"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\16.jpg","3855","2484","8756.4"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\what-conservation-looks-like-when-it-is-working\community.jpg","3999","2662","1222.3"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-social-shift\FF (4).jpg","4032","2891","8408.7"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journeys\the-untamed\vetted-south-luangwa-optimized.jpg","4284","5712","2870.1"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\journal-feature.jpg","4284","5712","6239.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\culture-is-not-an-add-on\urban.jpg","4380","6570","4718.6"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\cape-town-gay-capital-of-africa\city-hero.jpg","4608","3072","2129.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\choosing-africa-with-intention\hero.jpg","4608","3072","2129.9"
"C:\Users\ZannonJames\OneDrive - Quintana Minerals Corporation\Documents\proj\mason-wild-netlify\public\journal\culture-is-not-an-add-on\hero.jpg","5616","3744","2522.7"
